year,country_trans,bgs_commodity_trans,Mass of Pb,concat_figure_notes_text,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1975,Japan,"lead, refined",194217,,,,,,,,,,,,,
1975,Canada,"lead, refined",171516,,,,,,,,,,,,,
1975,Italy,"lead, mine",29500,,,,,,,,,,,,,
1975,Peru,"lead, refined",71142,,,,,,,,,,,,,
1975,China,"lead, refined",140000,Estimates.|Including secondary metal.,,,,,,,,,,,,
1975,Poland,"lead, refined",76200,,,,,,,,,,,,,
1975,Congo,"lead, mine",1997,,,,,,,,,,,,,
1975,Sweden,"lead, mine",70383,,,,,,,,,,,,,
1975,"Ireland, Republic of","lead, mine",36247,,,,,,,,,,,,,
1975,Spain,"lead, refined",98200,,,,,,,,,,,,,
1975,Finland,"lead, mine",900,Recoverable.,,,,,,,,,,,,
1975,Portugal,"lead, refined",340,,,,,,,,,,,,,
1975,France,"lead, mine",22305,,,,,,,,,,,,,
1975,German Federal Republic,"lead, mine",32343,,,,,,,,,,,,,
1975,German Federal Republic,"lead, refined",260166,,,,,,,,,,,,,
1975,Morocco,"lead, mine",67812,,,,,,,,,,,,,
1975,India,"lead, mine",12300,,,,,,,,,,,,,
1975,Greece,"lead, mine",13206,,,,,,,,,,,,,
1975,South Africa,"lead, refined",13200,,,,,,,,,,,,,
1975,Hungary,"lead, mine",864,,,,,,,,,,,,,
1975,Romania,"lead, refined",38875,,,,,,,,,,,,,
1975,Greenland,"lead, mine",32000,,,,,,,,,,,,,
1976,Korea (Rep. of),"lead, refined",7781,,,,,,,,,,,,,
1976,"Korea, Dem. P.R. of","lead, refined",70000,Estimates.,,,,,,,,,,,,
1976,Australia,"lead, mine",397403,,,,,,,,,,,,,
1976,Poland,"lead, refined",80600,,,,,,,,,,,,,
1976,Spain,"lead, refined",73241,,,,,,,,,,,,,
1976,Morocco,"lead, mine",64146,,,,,,,,,,,,,
1976,Italy,"lead, mine",29300,,,,,,,,,,,,,
1976,France,"lead, mine",27996,,,,,,,,,,,,,
1976,Austria,"lead, mine",5393,,,,,,,,,,,,,
1976,Korea (Rep. of),"lead, mine",14533,,,,,,,,,,,,,
1976,India,"lead, mine",12800,,,,,,,,,,,,,
1976,Peru,"lead, refined",85500,,,,,,,,,,,,,
1976,Argentina,"lead, mine",33004,,,,,,,,,,,,,
1976,"Korea, Dem. P.R. of","lead, mine",120000,Estimates.,,,,,,,,,,,,
1976,United Kingdom,"lead, mine",7053,,,,,,,,,,,,,
1976,Hungary,"lead, mine",259,,,,,,,,,,,,,
1976,Canada,"lead, refined",175720,,,,,,,,,,,,,
1976,Honduras,"lead, mine",18590,,,,,,,,,,,,,
1976,Netherlands,"lead, refined",21890,,,,,,,,,,,,,
1976,Congo,"lead, mine",2100,,,,,,,,,,,,,
1976,Nigeria,"lead, mine",276,,,,,,,,,,,,,
1976,China,"lead, refined",140000,Estimates.|Including secondary metal.,,,,,,,,,,,,
1976,Zambia,"lead, mine",15606,,,,,,,,,,,,,
1976,Greenland,"lead, mine",27000,,,,,,,,,,,,,
1976,Portugal,"lead, refined",388,,,,,,,,,,,,,
1976,Sweden,"lead, mine",81625,,,,,,,,,,,,,
1976,Norway,"lead, mine",3861,,,,,,,,,,,,,
1976,Bulgaria,"lead, mine",110000,Estimates.,,,,,,,,,,,,
1976,German Federal Republic,"lead, refined",160100,,,,,,,,,,,,,
1976,Tunisia,"lead, refined",23870,,,,,,,,,,,,,
1976,Japan,"lead, refined",219053,,,,,,,,,,,,,
1976,"Ireland, Republic of","lead, mine",32612,,,,,,,,,,,,,
1976,Soviet Union,"lead, mine",600000,Estimates.,,,,,,,,,,,,
1976,Bolivia,"lead, mine",18581,,,,,,,,,,,,,
1976,Romania,"lead, refined",42465,,,,,,,,,,,,,
1976,Finland,"lead, mine",1100,,,,,,,,,,,,,
1976,Algeria,"lead, mine",2100,,,,,,,,,,,,,
1976,German Federal Republic,"lead, mine",31667,,,,,,,,,,,,,
1976,Greece,"lead, mine",27000,Estimates.,,,,,,,,,,,,
1976,Turkey,"lead, refined",3200,,,,,,,,,,,,,
1976,Mexico,"lead, refined",172665,,,,,,,,,,,,,
1976,Italy,"lead, refined",46000,,,,,,,,,,,,,
1976,Namibia,"lead, mine",46400,,,,,,,,,,,,,
1976,Mexico,"lead, mine",200027,,,,,,,,,,,,,
1976,Denmark,"lead, refined",18600,,,,,,,,,,,,,
1976,Austria,"lead, refined",9800,,,,,,,,,,,,,
1976,Czechoslovakia,"lead, refined",19116,,,,,,,,,,,,,
1976,Czechoslovakia,"lead, mine",4700,Estimates.,,,,,,,,,,,,
1976,Zambia,"lead, refined",13493,,,,,,,,,,,,,
1976,Belgium,"lead, refined",121524,Including secondary metal.,,,,,,,,,,,,
1976,Morocco,"lead, refined",24700,,,,,,,,,,,,,
1976,Yugoslavia,"lead, refined",111220,,,,,,,,,,,,,
1976,Brazil,"lead, mine",22615,,,,,,,,,,,,,
1976,Myanmar,"lead, mine",7100,,,,,,,,,,,,,
1976,Greece,"lead, refined",18700,,,,,,,,,,,,,
1976,Yugoslavia,"lead, mine",122466,,,,,,,,,,,,,
1976,Norway,"lead, refined",0,,,,,,,,,,,,,
1976,Brazil,"lead, refined",43672,,,,,,,,,,,,,
1976,Australia,"lead, refined",181941,,,,,,,,,,,,,
1976,Japan,"lead, mine",48906,,,,,,,,,,,,,
1976,Colombia,"lead, mine",140,Estimates.,,,,,,,,,,,,
1976,France,"lead, refined",172231,,,,,,,,,,,,,
1976,Bulgaria,"lead, refined",112000,Estimates.,,,,,,,,,,,,
1976,Myanmar,"lead, refined",2882,Years ended 31 March following that stated.,,,,,,,,,,,,
1976,German Democratic Rep,"lead, refined",36000,,,,,,,,,,,,,
1976,Namibia,"lead, refined",39600,,,,,,,,,,,,,
1976,Canada,"lead, mine",243956,,,,,,,,,,,,,
1976,China,"lead, mine",140000,Estimates.,,,,,,,,,,,,
1976,Chile,"lead, mine",1816,,,,,,,,,,,,,
1976,Guatemala,"lead, refined",109,,,,,,,,,,,,,
1976,Turkey,"lead, mine",4926,,,,,,,,,,,,,
1976,Spain,"lead, mine",66396,,,,,,,,,,,,,
1976,Peru,"lead, mine",159758,Recoverable.,,,,,,,,,,,,
1976,USA,"lead, refined",596491,,,,,,,,,,,,,
1976,Poland,"lead, mine",72000,,,,,,,,,,,,,
1976,Thailand,"lead, mine",851,,,,,,,,,,,,,
1976,Soviet Union,"lead, refined",700000,Estimates.,,,,,,,,,,,,
1976,Argentina,"lead, refined",40000,,,,,,,,,,,,,
1976,United Kingdom,"lead, refined",341868,Including secondary metal.,,,,,,,,,,,,
1976,India,"lead, refined",5435,,,,,,,,,,,,,
1976,Iran,"lead, mine",40000,Years ended 20 March following that stated.,,,,,,,,,,,,
1976,Sweden,"lead, refined",22231,,,,,,,,,,,,,
1976,Guatemala,"lead, mine",109,Smelter.,,,,,,,,,,,,
1976,Romania,"lead, mine",42500,Estimates.,,,,,,,,,,,,
1976,USA,"lead, mine",552971,Recoverable.,,,,,,,,,,,,
1976,Tunisia,"lead, mine",9694,,,,,,,,,,,,,
1976,South Africa,"lead, mine",0,,,,,,,,,,,,,
1976,Philippines,"lead, mine",4530,,,,,,,,,,,,,
1977,Iran,"lead, mine",30000,Years ended 20 March following that stated.,,,,,,,,,,,,
1977,Argentina,"lead, refined",45000,,,,,,,,,,,,,
1977,Peru,"lead, mine",175700,Recoverable.,,,,,,,,,,,,
1977,Taiwan,"lead, refined",10000,,,,,,,,,,,,,
1977,United Kingdom,"lead, refined",351078,,,,,,,,,,,,,
1977,USA,"lead, refined",1169100,,,,,,,,,,,,,
1977,Poland,"lead, mine",66900,,,,,,,,,,,,,
1977,Guatemala,"lead, mine",108,Smelter.,,,,,,,,,,,,
1977,Romania,"lead, mine",42000,Estimates.,,,,,,,,,,,,
1977,Turkey,"lead, mine",8718,,,,,,,,,,,,,
1977,Sweden,"lead, refined",42600,,,,,,,,,,,,,
1977,South Africa,"lead, mine",0,,,,,,,,,,,,,
1977,Tunisia,"lead, mine",10200,,,,,,,,,,,,,
1977,Spain,"lead, mine",65540,,,,,,,,,,,,,
1977,India,"lead, refined",20000,,,,,,,,,,,,,
1977,Philippines,"lead, mine",3695,,,,,,,,,,,,,
1977,Soviet Union,"lead, refined",720000,Estimates.,,,,,,,,,,,,
1977,Thailand,"lead, mine",506,,,,,,,,,,,,,
1977,Philippines,"lead, refined",3400,,,,,,,,,,,,,
1977,USA,"lead, mine",537499,Recoverable.,,,,,,,,,,,,
1977,Zambia,"lead, mine",13533,,,,,,,,,,,,,
1977,China,"lead, refined",150000,Estimates.,,,,,,,,,,,,
1977,German Federal Republic,"lead, refined",373500,,,,,,,,,,,,,
1977,Soviet Union,"lead, mine",625000,Estimates.,,,,,,,,,,,,
1977,Honduras,"lead, mine",23538,,,,,,,,,,,,,
1977,Japan,"lead, refined",287700,,,,,,,,,,,,,
1977,Switzerland,"lead, refined",0,,,,,,,,,,,,,
1977,Finland,"lead, mine",1258,,,,,,,,,,,,,
1977,Poland,"lead, refined",85400,,,,,,,,,,,,,
1977,Turkey,"lead, refined",3000,,,,,,,,,,,,,
1977,Malaysia,"lead, refined",2000,,,,,,,,,,,,,
1977,Mexico,"lead, refined",206000,,,,,,,,,,,,,
1977,German Federal Republic,"lead, mine",31132,,,,,,,,,,,,,
1977,Austria,"lead, mine",5002,,,,,,,,,,,,,
1977,Tunisia,"lead, refined",19501,,,,,,,,,,,,,
1977,Algeria,"lead, mine",900,,,,,,,,,,,,,
1977,Thailand,"lead, refined",1200,,,,,,,,,,,,,
1977,Bolivia,"lead, mine",18441,,,,,,,,,,,,,
1977,France,"lead, mine",31481,,,,,,,,,,,,,
1977,Greenland,"lead, mine",28800,,,,,,,,,,,,,
1977,Morocco,"lead, mine",104308,,,,,,,,,,,,,
1977,Portugal,"lead, refined",400,,,,,,,,,,,,,
1977,Bulgaria,"lead, mine",110000,,,,,,,,,,,,,
1977,Norway,"lead, mine",3163,,,,,,,,,,,,,
1977,Finland,"lead, refined",4016,,,,,,,,,,,,,
1977,Argentina,"lead, mine",33601,,,,,,,,,,,,,
1977,Nigeria,"lead, refined",0,,,,,,,,,,,,,
1977,Korea (Rep. of),"lead, mine",16552,,,,,,,,,,,,,
1977,Congo,"lead, mine",2100,,,,,,,,,,,,,
1977,"Ireland, Republic of","lead, refined",0,,,,,,,,,,,,,
1977,Venezuela,"lead, refined",8000,,,,,,,,,,,,,
1977,"Korea, Dem. P.R. of","lead, refined",70000,Estimates.,,,,,,,,,,,,
1977,Italy,"lead, mine",30475,,,,,,,,,,,,,
1977,Trinidad & Tobago,"lead, refined",1500,Estimates.,,,,,,,,,,,,
1977,"Korea, Dem. P.R. of","lead, mine",110000,Estimates.,,,,,,,,,,,,
1977,Hungary,"lead, mine",175,,,,,,,,,,,,,
1977,Sweden,"lead, mine",88132,,,,,,,,,,,,,
1977,Peru,"lead, refined",84300,,,,,,,,,,,,,
1977,"Ireland, Republic of","lead, mine",41012,,,,,,,,,,,,,
1977,Jamaica,"lead, refined",1500,Estimates.,,,,,,,,,,,,
1977,Australia,"lead, mine",432204,,,,,,,,,,,,,
1977,Greece,"lead, mine",16024,,,,,,,,,,,,,
1977,South Africa,"lead, refined",24000,,,,,,,,,,,,,
1977,Spain,"lead, refined",118600,,,,,,,,,,,,,
1977,Korea (Rep. of),"lead, refined",6742,,,,,,,,,,,,,
1977,Nigeria,"lead, mine",112,,,,,,,,,,,,,
1977,Canada,"lead, refined",240600,,,,,,,,,,,,,
1977,India,"lead, mine",21516,,,,,,,,,,,,,
1977,Romania,"lead, refined",41702,,,,,,,,,,,,,
1977,United Kingdom,"lead, mine",8178,,,,,,,,,,,,,
1977,Netherlands,"lead, refined",33800,,,,,,,,,,,,,
1977,Australia,"lead, refined",218001,,,,,,,,,,,,,
1977,Colombia,"lead, mine",166,,,,,,,,,,,,,
1977,Morocco,"lead, refined",34600,,,,,,,,,,,,,
1977,Czechoslovakia,"lead, mine",4300,Estimates.,,,,,,,,,,,,
1977,Czechoslovakia,"lead, refined",19015,,,,,,,,,,,,,
1977,France,"lead, refined",205800,,,,,,,,,,,,,
1977,Yugoslavia,"lead, refined",129890,,,,,,,,,,,,,
1977,Bulgaria,"lead, refined",112000,Estimates.,,,,,,,,,,,,
1977,Italy,"lead, refined",117715,,,,,,,,,,,,,
1977,Brazil,"lead, mine",24039,,,,,,,,,,,,,
1977,Myanmar,"lead, mine",8000,,,,,,,,,,,,,
1977,Chile,"lead, mine",876,,,,,,,,,,,,,
1977,Canada,"lead, mine",327593,,,,,,,,,,,,,
1977,Namibia,"lead, mine",41200,,,,,,,,,,,,,
1977,Brazil,"lead, refined",77304,,,,,,,,,,,,,
1977,Mexico,"lead, mine",163479,,,,,,,,,,,,,
1977,Greece,"lead, refined",20400,,,,,,,,,,,,,
1977,China,"lead, mine",150000,Estimates.,,,,,,,,,,,,
1977,Denmark,"lead, refined",23153,Sales.,,,,,,,,,,,,
1977,Austria,"lead, refined",19100,,,,,,,,,,,,,
1977,Colombia,"lead, refined",1500,Estimates.,,,,,,,,,,,,
1977,Namibia,"lead, refined",42700,,,,,,,,,,,,,
1977,German Democratic Rep,"lead, refined",45000,,,,,,,,,,,,,
1977,Myanmar,"lead, refined",5498,,,,,,,,,,,,,
1977,Belgium,"lead, refined",122796,Including alloys.,,,,,,,,,,,,
1977,Zambia,"lead, refined",13400,,,,,,,,,,,,,
1977,Norway,"lead, refined",953,,,,,,,,,,,,,
1977,Yugoslavia,"lead, mine",129977,,,,,,,,,,,,,
1977,Japan,"lead, mine",50132,,,,,,,,,,,,,
1978,Namibia,"lead, mine",38600,,,,,,,,,,,,,
1978,Namibia,"lead, refined",39500,,,,,,,,,,,,,
1978,Colombia,"lead, mine",120,,,,,,,,,,,,,
1978,Mexico,"lead, mine",170533,,,,,,,,,,,,,
1978,France,"lead, refined",208200,,,,,,,,,,,,,
1978,Zambia,"lead, refined",12701,,,,,,,,,,,,,
1978,German Democratic Rep,"lead, refined",45000,Estimates.,,,,,,,,,,,,
1978,Czechoslovakia,"lead, refined",19042,,,,,,,,,,,,,
1978,Italy,"lead, refined",116210,,,,,,,,,,,,,
1978,Morocco,"lead, refined",30000,,,,,,,,,,,,,
1978,China,"lead, mine",150000,Estimates.,,,,,,,,,,,,
1978,Denmark,"lead, refined",20576,Sales.,,,,,,,,,,,,
1978,Bulgaria,"lead, refined",125000,Estimates.,,,,,,,,,,,,
1978,Myanmar,"lead, refined",4873,,,,,,,,,,,,,
1978,New Zealand,"lead, refined",8000,,,,,,,,,,,,,
1978,Japan,"lead, mine",51770,,,,,,,,,,,,,
1978,Czechoslovakia,"lead, mine",4700,Estimates.,,,,,,,,,,,,
1978,Yugoslavia,"lead, refined",116703,,,,,,,,,,,,,
1978,Greece,"lead, refined",22600,,,,,,,,,,,,,
1978,Colombia,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1978,Brazil,"lead, mine",21203,,,,,,,,,,,,,
1978,Myanmar,"lead, mine",9200,,,,,,,,,,,,,
1978,Norway,"lead, refined",951,,,,,,,,,,,,,
1978,Austria,"lead, refined",17600,,,,,,,,,,,,,
1978,Canada,"lead, mine",365782,,,,,,,,,,,,,
1978,Chile,"lead, mine",431,,,,,,,,,,,,,
1978,Belgium,"lead, refined",125040,Including alloys.,,,,,,,,,,,,
1978,Australia,"lead, refined",239122,,,,,,,,,,,,,
1978,Yugoslavia,"lead, mine",124389,,,,,,,,,,,,,
1978,Brazil,"lead, refined",80456,,,,,,,,,,,,,
1978,Tunisia,"lead, mine",8349,,,,,,,,,,,,,
1978,USA,"lead, refined",1188353,,,,,,,,,,,,,
1978,Thailand,"lead, mine",1678,,,,,,,,,,,,,
1978,Philippines,"lead, mine",1448,,,,,,,,,,,,,
1978,Iran,"lead, mine",30000,Years ended 20 March following that stated.,,,,,,,,,,,,
1978,Taiwan,"lead, refined",14000,,,,,,,,,,,,,
1978,Peru,"lead, mine",182700,Recoverable.,,,,,,,,,,,,
1978,India,"lead, refined",21000,,,,,,,,,,,,,
1978,Romania,"lead, mine",33500,Estimates.,,,,,,,,,,,,
1978,Sweden,"lead, refined",45300,,,,,,,,,,,,,
1978,USA,"lead, mine",529661,Recoverable.,,,,,,,,,,,,
1978,South Africa,"lead, mine",0,,,,,,,,,,,,,
1978,Turkey,"lead, mine",9992,,,,,,,,,,,,,
1978,Spain,"lead, mine",71341,,,,,,,,,,,,,
1978,Poland,"lead, mine",63000,,,,,,,,,,,,,
1978,Guatemala,"lead, mine",119,Smelter.,,,,,,,,,,,,
1978,United Kingdom,"lead, refined",345788,,,,,,,,,,,,,
1978,Argentina,"lead, refined",31800,,,,,,,,,,,,,
1978,Soviet Union,"lead, refined",770000,Estimates.,,,,,,,,,,,,
1978,Philippines,"lead, refined",3500,,,,,,,,,,,,,
1978,Romania,"lead, refined",42815,,,,,,,,,,,,,
1978,Switzerland,"lead, refined",0,,,,,,,,,,,,,
1978,Korea (Rep. of),"lead, mine",16100,,,,,,,,,,,,,
1978,"Ireland, Republic of","lead, refined",2100,,,,,,,,,,,,,
1978,Australia,"lead, mine",400291,,,,,,,,,,,,,
1978,China,"lead, refined",160000,Estimates.,,,,,,,,,,,,
1978,Nigeria,"lead, refined",0,,,,,,,,,,,,,
1978,Venezuela,"lead, refined",9000,,,,,,,,,,,,,
1978,Korea (Rep. of),"lead, refined",7218,,,,,,,,,,,,,
1978,"Korea, Dem. P.R. of","lead, mine",110000,Estimates.,,,,,,,,,,,,
1978,Bolivia,"lead, mine",18042,,,,,,,,,,,,,
1978,Greece,"lead, mine",20300,,,,,,,,,,,,,
1978,South Africa,"lead, refined",23600,,,,,,,,,,,,,
1978,United Kingdom,"lead, mine",4582,,,,,,,,,,,,,
1978,India,"lead, mine",13076,,,,,,,,,,,,,
1978,German Federal Republic,"lead, refined",369000,,,,,,,,,,,,,
1978,Zambia,"lead, mine",15803,,,,,,,,,,,,,
1978,German Federal Republic,"lead, mine",22374,,,,,,,,,,,,,
1978,"Korea, Dem. P.R. of","lead, refined",75000,Estimates.,,,,,,,,,,,,
1978,Turkey,"lead, refined",3567,,,,,,,,,,,,,
1978,Greenland,"lead, mine",30700,,,,,,,,,,,,,
1978,France,"lead, mine",35500,,,,,,,,,,,,,
1978,Mexico,"lead, refined",208600,,,,,,,,,,,,,
1978,Tunisia,"lead, refined",16570,,,,,,,,,,,,,
1978,Bulgaria,"lead, mine",110000,,,,,,,,,,,,,
1978,Argentina,"lead, mine",30253,,,,,,,,,,,,,
1978,Finland,"lead, refined",5580,,,,,,,,,,,,,
1978,Norway,"lead, mine",3076,,,,,,,,,,,,,
1978,Portugal,"lead, refined",300,,,,,,,,,,,,,
1978,Honduras,"lead, mine",21155,,,,,,,,,,,,,
1978,Finland,"lead, mine",1300,,,,,,,,,,,,,
1978,Hungary,"lead, mine",1023,,,,,,,,,,,,,
1978,Japan,"lead, refined",291100,,,,,,,,,,,,,
1978,Soviet Union,"lead, mine",600000,Estimates.,,,,,,,,,,,,
1978,Malaysia,"lead, refined",2000,,,,,,,,,,,,,
1978,Morocco,"lead, mine",109420,,,,,,,,,,,,,
1978,Netherlands,"lead, refined",31900,,,,,,,,,,,,,
1978,Canada,"lead, refined",245900,,,,,,,,,,,,,
1978,Spain,"lead, refined",122200,,,,,,,,,,,,,
1978,Nigeria,"lead, mine",118,,,,,,,,,,,,,
1978,Jamaica,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1978,"Ireland, Republic of","lead, mine",47744,,,,,,,,,,,,,
1978,Algeria,"lead, mine",1500,,,,,,,,,,,,,
1978,Sweden,"lead, mine",83496,,,,,,,,,,,,,
1978,Trinidad & Tobago,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1978,Italy,"lead, mine",27308,,,,,,,,,,,,,
1978,Congo,"lead, mine",4200,,,,,,,,,,,,,
1978,Poland,"lead, refined",86700,,,,,,,,,,,,,
1978,Thailand,"lead, refined",1100,,,,,,,,,,,,,
1978,Peru,"lead, refined",79300,,,,,,,,,,,,,
1978,Austria,"lead, mine",5524,,,,,,,,,,,,,
1979,Switzerland,"lead, refined",5000,,,,,,,,,,,,,
1979,Poland,"lead, refined",84200,,,,,,,,,,,,,
1979,China,"lead, refined",170000,Estimates.,,,,,,,,,,,,
1979,Algeria,"lead, refined",5000,,,,,,,,,,,,,
1979,Greenland,"lead, mine",31600,,,,,,,,,,,,,
1979,Zambia,"lead, mine",17554,,,,,,,,,,,,,
1979,India,"lead, mine",14403,,,,,,,,,,,,,
1979,"Ireland, Republic of","lead, refined",5000,,,,,,,,,,,,,
1979,Nigeria,"lead, mine",100,,,,,,,,,,,,,
1979,United Kingdom,"lead, mine",4701,,,,,,,,,,,,,
1979,Trinidad & Tobago,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1979,Algeria,"lead, mine",2200,,,,,,,,,,,,,
1979,"Korea, Dem. P.R. of","lead, mine",100000,Estimates.,,,,,,,,,,,,
1979,Sweden,"lead, mine",81626,,,,,,,,,,,,,
1979,German Federal Republic,"lead, refined",373300,,,,,,,,,,,,,
1979,Canada,"lead, refined",252400,,,,,,,,,,,,,
1979,Turkey,"lead, refined",5900,,,,,,,,,,,,,
1979,Netherlands,"lead, refined",30100,,,,,,,,,,,,,
1979,Italy,"lead, mine",28100,,,,,,,,,,,,,
1979,Hungary,"lead, mine",965,,,,,,,,,,,,,
1979,Bolivia,"lead, mine",15359,,,,,,,,,,,,,
1979,South Africa,"lead, refined",23300,,,,,,,,,,,,,
1979,Soviet Union,"lead, mine",590000,Estimates.,,,,,,,,,,,,
1979,Congo,"lead, mine",7000,,,,,,,,,,,,,
1979,Spain,"lead, refined",127000,,,,,,,,,,,,,
1979,Peru,"lead, refined",90700,,,,,,,,,,,,,
1979,Japan,"lead, refined",282700,,,,,,,,,,,,,
1979,Finland,"lead, refined",6594,,,,,,,,,,,,,
1979,Venezuela,"lead, refined",10000,,,,,,,,,,,,,
1979,Malaysia,"lead, refined",2100,,,,,,,,,,,,,
1979,Bulgaria,"lead, mine",108000,,,,,,,,,,,,,
1979,Romania,"lead, refined",40900,,,,,,,,,,,,,
1979,Norway,"lead, mine",2996,,,,,,,,,,,,,
1979,German Federal Republic,"lead, mine",25200,,,,,,,,,,,,,
1979,"Korea, Dem. P.R. of","lead, refined",70000,Estimates.,,,,,,,,,,,,
1979,Austria,"lead, mine",5214,,,,,,,,,,,,,
1979,Portugal,"lead, refined",4500,,,,,,,,,,,,,
1979,Korea (Rep. of),"lead, mine",11073,,,,,,,,,,,,,
1979,Honduras,"lead, mine",15755,,,,,,,,,,,,,
1979,Tunisia,"lead, refined",17441,,,,,,,,,,,,,
1979,Thailand,"lead, refined",1500,,,,,,,,,,,,,
1979,Argentina,"lead, mine",31775,,,,,,,,,,,,,
1979,France,"lead, mine",29531,,,,,,,,,,,,,
1979,Jamaica,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1979,Morocco,"lead, mine",110743,,,,,,,,,,,,,
1979,Nigeria,"lead, refined",1500,,,,,,,,,,,,,
1979,Greece,"lead, mine",21638,,,,,,,,,,,,,
1979,Australia,"lead, mine",421581,,,,,,,,,,,,,
1979,"Ireland, Republic of","lead, mine",69000,,,,,,,,,,,,,
1979,Finland,"lead, mine",1920,,,,,,,,,,,,,
1979,Yugoslavia,"lead, mine",129776,,,,,,,,,,,,,
1979,Italy,"lead, refined",126218,,,,,,,,,,,,,
1979,Morocco,"lead, refined",36800,,,,,,,,,,,,,
1979,Norway,"lead, refined",418,,,,,,,,,,,,,
1979,Namibia,"lead, mine",41000,,,,,,,,,,,,,
1979,Yugoslavia,"lead, refined",111040,,,,,,,,,,,,,
1979,Mexico,"lead, refined",224900,,,,,,,,,,,,,
1979,Brazil,"lead, refined",99083,,,,,,,,,,,,,
1979,Korea (Rep. of),"lead, refined",13400,,,,,,,,,,,,,
1979,Colombia,"lead, refined",2500,Estimates.,,,,,,,,,,,,
1979,Mexico,"lead, mine",173455,,,,,,,,,,,,,
1979,Belgium,"lead, refined",113412,Including alloys.,,,,,,,,,,,,
1979,Colombia,"lead, mine",226,,,,,,,,,,,,,
1979,Australia,"lead, refined",257584,,,,,,,,,,,,,
1979,Japan,"lead, mine",46259,,,,,,,,,,,,,
1979,Zambia,"lead, refined",12758,,,,,,,,,,,,,
1979,New Zealand,"lead, refined",9000,,,,,,,,,,,,,
1979,Czechoslovakia,"lead, mine",3400,,,,,,,,,,,,,
1979,Bulgaria,"lead, refined",120000,Estimates.,,,,,,,,,,,,
1979,Czechoslovakia,"lead, refined",19020,,,,,,,,,,,,,
1979,France,"lead, refined",219712,,,,,,,,,,,,,
1979,Myanmar,"lead, refined",6237,,,,,,,,,,,,,
1979,Chile,"lead, mine",252,,,,,,,,,,,,,
1979,German Democratic Rep,"lead, refined",42000,Estimates.,,,,,,,,,,,,
1979,Namibia,"lead, refined",41700,,,,,,,,,,,,,
1979,Austria,"lead, refined",19889,,,,,,,,,,,,,
1979,China,"lead, mine",155000,Estimates.,,,,,,,,,,,,
1979,Denmark,"lead, refined",25166,Sales.,,,,,,,,,,,,
1979,Canada,"lead, mine",341777,,,,,,,,,,,,,
1979,Brazil,"lead, mine",22445,,,,,,,,,,,,,
1979,Myanmar,"lead, mine",14500,,,,,,,,,,,,,
1979,Greece,"lead, refined",22000,,,,,,,,,,,,,
1979,Spain,"lead, mine",72262,,,,,,,,,,,,,
1979,Philippines,"lead, mine",1949,,,,,,,,,,,,,
1979,Philippines,"lead, refined",1900,,,,,,,,,,,,,
1979,Thailand,"lead, mine",8719,,,,,,,,,,,,,
1979,South Africa,"lead, mine",0,,,,,,,,,,,,,
1979,Tunisia,"lead, mine",10000,,,,,,,,,,,,,
1979,United Kingdom,"lead, refined",368330,,,,,,,,,,,,,
1979,Turkey,"lead, mine",7334,,,,,,,,,,,,,
1979,Sweden,"lead, refined",49287,,,,,,,,,,,,,
1979,Guatemala,"lead, mine",90,Smelter.,,,,,,,,,,,,
1979,Iran,"lead, mine",15000,Years ended 20 March following that stated.,,,,,,,,,,,,
1979,Argentina,"lead, refined",33600,,,,,,,,,,,,,
1979,Peru,"lead, mine",174000,Recoverable.,,,,,,,,,,,,
1979,Romania,"lead, mine",33500,Estimates.,,,,,,,,,,,,
1979,Taiwan,"lead, refined",20000,,,,,,,,,,,,,
1979,USA,"lead, mine",525569,Recoverable.,,,,,,,,,,,,
1979,Poland,"lead, mine",57000,,,,,,,,,,,,,
1979,India,"lead, refined",20946,,,,,,,,,,,,,
1979,USA,"lead, refined",1225684,,,,,,,,,,,,,
1979,Soviet Union,"lead, refined",780000,Estimates.,,,,,,,,,,,,
1980,USA,"lead, refined",1150469,,,,,,,,,,,,,
1980,Tunisia,"lead, mine",8800,,,,,,,,,,,,,
1980,Guatemala,"lead, mine",92,Smelter.,,,,,,,,,,,,
1980,USA,"lead, mine",550366,Recoverable.,,,,,,,,,,,,
1980,Poland,"lead, mine",47500,,,,,,,,,,,,,
1980,India,"lead, refined",25581,,,,,,,,,,,,,
1980,South Africa,"lead, mine",86059,,,,,,,,,,,,,
1980,Sweden,"lead, refined",47123,,,,,,,,,,,,,
1980,Taiwan,"lead, refined",16800,,,,,,,,,,,,,
1980,Soviet Union,"lead, refined",780000,Estimates.,,,,,,,,,,,,
1980,Spain,"lead, mine",87105,,,,,,,,,,,,,
1980,Thailand,"lead, mine",10560,,,,,,,,,,,,,
1980,Argentina,"lead, refined",41700,,,,,,,,,,,,,
1980,United Kingdom,"lead, refined",324790,,,,,,,,,,,,,
1980,Peru,"lead, mine",189133,Recoverable.,,,,,,,,,,,,
1980,Iran,"lead, mine",12000,Years ended 20 March following that stated.,,,,,,,,,,,,
